Question,Method,Type,Percent,Iter,RMSE,Mean Percent Bias,Accuracy,Precision,Recall,F1 score,Matthews Correlation
X5132,miceCART,MAR,20,8,0.22941573387056177,1.7543859649122806,0.9473684210526315,0.0,0.0,0.0,-0.025482359571881278
X5196,miceCART,MAR,20,8,0.5669467095138409,0.0,0.6785714285714286,0.1,0.1,0.10000000000000002,-0.09565217391304348
X5220,miceCART,MAR,20,8,0.5319951765989315,13.20754716981132,0.7169811320754716,0.5555555555555556,0.3125,0.39999999999999997,0.2499061385362074
X5226,miceCART,MAR,20,8,0.6679474875720741,7.6923076923076925,0.5538461538461539,0.7,0.6222222222222222,0.6588235294117647,0.021081851067789197
X4654,miceCART,MAR,20,9,0.1655211777204736,0.0,0.9726027397260274,0.9861111111111112,0.9861111111111112,0.9861111111111112,-0.013888888888888888
X4676,miceCART,MAR,20,9,0.6684373647831918,2.127659574468085,0.5531914893617021,0.6296296296296297,0.6071428571428571,0.6181818181818182,0.08022611459210306
X4729,miceCART,MAR,20,9,0.4303314829119352,3.7037037037037033,0.8148148148148148,0.9047619047619048,0.8636363636363636,0.8837209302325582,0.4332001127219817
X4745,miceCART,MAR,20,9,0.5393598899705937,14.545454545454545,0.7090909090909091,0.8888888888888888,0.7272727272727273,0.7999999999999999,0.305887645160749
X4776,miceCART,MAR,20,9,0.3244428422615251,3.508771929824561,0.8947368421052632,0.9622641509433962,0.9272727272727272,0.9444444444444444,-0.052387263585100714
X4780,miceCART,MAR,20,9,0.254000254000381,0.0,0.9354838709677419,0.9666666666666667,0.9666666666666667,0.9666666666666667,-0.03333333333333333
X4794,miceCART,MAR,20,9,0.6684373647831918,14.893617021276595,0.5531914893617021,0.7666666666666667,0.6216216216216216,0.6865671641791045,-0.06675934204983897
X4821,miceCART,MAR,20,9,0.5877538136452587,12.727272727272727,0.6545454545454545,0.85,0.723404255319149,0.7816091954022989,-0.021053798026662976
X4827,miceCART,MAR,20,9,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceCART,MAR,20,9,0.4844521416518049,1.0204081632653061,0.7653061224489796,0.8554216867469879,0.8658536585365854,0.8606060606060606,0.11893015768794515
X4954,miceCART,MAR,20,9,0.40451991747794525,5.454545454545454,0.8363636363636363,0.9361702127659575,0.88,0.9072164948453608,0.22831482556870478
X5132,miceCART,MAR,20,9,0.14907119849998599,2.2222222222222223,0.9777777777777777,0.5,1.0,0.6666666666666666,0.6990252954195317
X5196,miceCART,MAR,20,9,0.47907013758040845,6.557377049180328,0.7704918032786885,0.25,0.375,0.3,0.17423991930717092
X5220,miceCART,MAR,20,9,0.5400617248673217,12.5,0.7083333333333334,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.2519028849677261
X5226,miceCART,MAR,20,9,0.5423261445466404,13.725490196078432,0.7058823529411765,0.84,0.65625,0.736842105263158,0.43108292691608946
X4654,miceCART,MAR,20,10,0.14586499149789456,2.127659574468085,0.9787234042553191,1.0,0.9787234042553191,0.989247311827957,
X4676,miceCART,MAR,20,10,0.6813851438692469,17.857142857142858,0.5357142857142857,0.7241379310344828,0.5384615384615384,0.6176470588235294,0.062456100981823796
X4729,miceCART,MAR,20,10,0.3960590171906697,3.9215686274509802,0.8431372549019608,0.8888888888888888,0.9302325581395349,0.9090909090909092,0.344530913544194
X4745,miceCART,MAR,20,10,0.5448623679425842,4.6875,0.703125,0.75,0.8048780487804879,0.7764705882352942,0.3381065109182972
X4776,miceCART,MAR,20,10,0.20203050891044214,4.081632653061225,0.9591836734693877,1.0,0.9583333333333334,0.9787234042553191,0.5651941652604391
X4780,miceCART,MAR,20,10,0.21821789023599236,1.5873015873015872,0.9523809523809523,0.9836065573770492,0.967741935483871,0.975609756097561,-0.022996102490913696
X4794,miceCART,MAR,20,10,0.5987408170800917,1.8867924528301887,0.6415094339622641,0.7272727272727273,0.7058823529411765,0.7164179104477613,0.2297222346536933
X4821,miceCART,MAR,20,10,0.5322906474223771,5.0,0.7166666666666667,0.8478260869565217,0.7959183673469388,0.8210526315789473,0.14596916878882552
X4827,miceCART,MAR,20,10,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceCART,MAR,20,10,0.5487032611687344,4.301075268817205,0.6989247311827957,0.8285714285714286,0.7837837837837838,0.8055555555555555,0.14223555607418084
X4954,miceCART,MAR,20,10,0.45883146774112354,7.017543859649122,0.7894736842105263,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.03580574370197164
X5132,miceCART,MAR,20,10,0.18411492357966466,0.0,0.9661016949152542,0.0,0.0,0.0,-0.017241379310344827
X5196,miceCART,MAR,20,10,0.5163977794943222,4.444444444444445,0.7333333333333333,0.0,0.0,0.0,-0.151744244666721
X5220,miceCART,MAR,20,10,0.5619514869490163,17.543859649122805,0.6842105263157895,0.6363636363636364,0.3333333333333333,0.43749999999999994,0.27162711788883587
X5226,miceCART,MAR,20,10,0.6324555320336759,12.307692307692308,0.6,0.7567567567567568,0.6222222222222222,0.6829268292682927,0.16052052288364332
X4654,miceCART,MAR,30,1,0.10660035817780522,1.1363636363636365,0.9886363636363636,0.9886363636363636,1.0,0.9942857142857142,0.0
X4676,miceCART,MAR,30,1,0.6686245759238975,23.52941176470588,0.5529411764705883,0.75,0.48214285714285715,0.5869565217391304,0.16483973224874376
X4729,miceCART,MAR,30,1,0.41070025419420025,2.4096385542168677,0.8313253012048193,0.9047619047619048,0.8769230769230769,0.890625,0.5238161837738449
X4745,miceCART,MAR,30,1,0.5732115042211109,4.285714285714286,0.6714285714285714,0.7872340425531915,0.74,0.7628865979381443,0.23083326514980998
X4776,miceCART,MAR,30,1,0.2921743548953888,1.2195121951219512,0.9146341463414634,0.9615384615384616,0.9493670886075949,0.9554140127388535,-0.04412957816406879
X4780,miceCART,MAR,30,1,0.2,1.3333333333333335,0.96,0.972972972972973,0.9863013698630136,0.979591836734694,-0.019241446072101123
X4794,miceCART,MAR,30,1,0.5735393346764044,1.3157894736842104,0.6710526315789473,0.7719298245614035,0.7857142857142857,0.7787610619469025,0.13801311186847084
X4821,miceCART,MAR,30,1,0.5673086289311754,2.2988505747126435,0.6781609195402298,0.7794117647058824,0.803030303030303,0.7910447761194029,0.09191623767814013
X4827,miceCART,MAR,30,1,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceCART,MAR,30,1,0.4982728791224398,8.275862068965518,0.7517241379310344,0.8878504672897196,0.7983193277310925,0.8407079646017699,0.29378111658103045
X4954,miceCART,MAR,30,1,0.3933978962347216,1.1904761904761905,0.8452380952380952,0.9178082191780822,0.9054054054054054,0.9115646258503401,0.2931803146761409
X5132,miceCART,MAR,30,1,0.2626128657194451,0.0,0.9310344827586207,0.0,0.0,0.0,-0.03571428571428571
X5196,miceCART,MAR,30,1,0.4420433223684922,5.747126436781609,0.8045977011494253,0.14285714285714285,0.08333333333333333,0.10526315789473685,0.004225771273642583
X5220,miceCART,MAR,30,1,0.5603155257282213,5.813953488372093,0.686046511627907,0.3888888888888889,0.30434782608695654,0.34146341463414637,0.1411669226996978
X5226,miceCART,MAR,30,1,0.6800735254367721,13.750000000000002,0.5375,0.7111111111111111,0.5714285714285714,0.6336633663366337,0.02749286996141075
X4654,miceCART,MAR,30,2,0.17770466332772772,3.1578947368421053,0.968421052631579,1.0,0.968421052631579,0.983957219251337,
X4676,miceCART,MAR,30,2,0.634505636379538,11.688311688311687,0.5974025974025974,0.7380952380952381,0.6078431372549019,0.6666666666666666,0.1754832442988878
X4729,miceCART,MAR,30,2,0.48135986234123296,6.097560975609756,0.7682926829268293,0.890625,0.8260869565217391,0.8571428571428571,0.25380328849931355
X4745,miceCART,MAR,30,2,0.6176109608556767,5.154639175257731,0.6185567010309279,0.7538461538461538,0.7,0.725925925925926,0.10238432427647241
X4776,miceCART,MAR,30,2,0.245440346836908,1.2048192771084338,0.9397590361445783,0.975,0.9629629629629629,0.9689440993788819,-0.03042903097250923
X4780,miceCART,MAR,30,2,0.24845199749997662,3.7037037037037033,0.9382716049382716,0.9868421052631579,0.9493670886075949,0.967741935483871,0.28975971574982445
X4794,miceCART,MAR,30,2,0.6226998490772391,8.16326530612245,0.6122448979591837,0.7580645161290323,0.6714285714285714,0.7121212121212119,0.12717639374289563
X4821,miceCART,MAR,30,2,0.5030030300035687,1.2048192771084338,0.7469879518072289,0.8461538461538461,0.8333333333333334,0.8396946564885497,0.2400177357839758
X4827,miceCART,MAR,30,2,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceCART,MAR,30,2,0.520265981714472,4.511278195488721,0.7293233082706767,0.8571428571428571,0.8108108108108109,0.8333333333333334,0.11756121307913941
X4954,miceCART,MAR,30,2,0.45532084640474313,1.2195121951219512,0.7926829268292683,0.8873239436619719,0.875,0.881118881118881,0.07201152276553748
X5132,miceCART,MAR,30,2,0.27914526311954124,5.194805194805195,0.922077922077922,0.0,0.0,0.0,-0.030228177087917155
X5196,miceCART,MAR,30,2,0.49236596391733095,6.0606060606060606,0.7575757575757576,0.1,0.0625,0.07692307692307693,-0.05610942190228129
X5220,miceCART,MAR,30,2,0.6064784348631227,9.195402298850574,0.632183908045977,0.29411764705882354,0.2,0.2380952380952381,0.007363099515889293
X5226,miceCART,MAR,30,2,0.5892556509887896,6.944444444444445,0.6527777777777778,0.7674418604651163,0.6875,0.7252747252747254,0.2603125627255638
X4654,miceCART,MAR,30,3,0.0,0.0,1.0,1.0,1.0,1.0,
X4676,miceCART,MAR,30,3,0.6208193510729725,13.541666666666666,0.6145833333333334,0.7931034482758621,0.647887323943662,0.7131782945736435,0.15066462337418243
X4729,miceCART,MAR,30,3,0.4498677054212187,3.571428571428571,0.7976190476190477,0.8870967741935484,0.8461538461538461,0.8661417322834646,0.4545810711822777
X4745,miceCART,MAR,30,3,0.6177207681213422,17.105263157894736,0.618421052631579,0.8367346938775511,0.6612903225806451,0.7387387387387386,0.07278716729789333
X4776,miceCART,MAR,30,3,0.27288841145490766,5.319148936170213,0.925531914893617,0.9886363636363636,0.9354838709677419,0.9613259668508287,-0.027076518053694116
X4780,miceCART,MAR,30,3,0.2270383045932499,3.0927835051546393,0.9484536082474226,0.9583333333333334,0.989247311827957,0.9735449735449735,-0.021166687833365085
X4794,miceCART,MAR,30,3,0.5809475019311126,6.25,0.6625,0.7333333333333333,0.8,0.7652173913043478,0.17126976771553504
X4821,miceCART,MAR,30,3,0.6058783768999656,13.924050632911392,0.6329113924050633,0.8333333333333334,0.6923076923076923,0.7563025210084034,0.04059989714705751
X4827,miceCART,MAR,30,3,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceCART,MAR,30,3,0.5818785759635375,19.68503937007874,0.6614173228346457,0.8941176470588236,0.6909090909090909,0.7794871794871796,0.11688318345755896
X4954,miceCART,MAR,30,3,0.5812381937190964,6.756756756756757,0.6621621621621622,0.8305084745762712,0.765625,0.7967479674796748,-0.1993102512947752
X5132,miceCART,MAR,30,3,0.25318484177091666,1.282051282051282,0.9358974358974359,0.0,0.0,0.0,-0.03244428422615251
X5196,miceCART,MAR,30,3,0.4857520521621862,1.1235955056179776,0.7640449438202247,0.16666666666666666,0.15384615384615385,0.16,0.023025455105234332
X5220,miceCART,MAR,30,3,0.5570860145311556,5.747126436781609,0.6896551724137931,0.3125,0.23809523809523808,0.27027027027027023,0.07889771286017995
X5226,miceCART,MAR,30,3,0.6531972647421809,13.333333333333334,0.5733333333333334,0.75,0.6111111111111112,0.6734693877551021,0.07960154225863916
X4654,miceCART,MAR,30,4,0.1533929977694741,2.3529411764705883,0.9764705882352941,1.0,0.9764705882352941,0.988095238095238,
X4676,miceCART,MAR,30,4,0.6306562238868912,1.1363636363636365,0.6022727272727273,0.6666666666666666,0.6538461538461539,0.6601941747572816,0.18090061560158585
X4729,miceCART,MAR,30,4,0.4330127018922193,3.75,0.8125,0.9,0.8571428571428571,0.8780487804878048,0.4763305116224668
X4745,miceCART,MAR,30,4,0.5096471914376255,7.792207792207792,0.7402597402597403,0.86,0.7678571428571429,0.8113207547169812,0.40555555555555556
X4776,miceCART,MAR,30,4,0.2804490780752513,1.1235955056179776,0.9213483146067416,0.9647058823529412,0.9534883720930233,0.9590643274853802,-0.040516501173041355
X4780,miceCART,MAR,30,4,0.2904089347757578,8.433734939759036,0.9156626506024096,1.0,0.9156626506024096,0.9559748427672956,
X4794,miceCART,MAR,30,4,0.5983516452371671,8.641975308641975,0.6419753086419753,0.71875,0.8070175438596491,0.7603305785123967,0.0639347698733765
X4821,miceCART,MAR,30,4,0.5836602955995385,7.6923076923076925,0.6593406593406593,0.7532467532467533,0.8285714285714286,0.7891156462585034,-0.08897130790417404
X4827,miceCART,MAR,30,4,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceCART,MAR,30,4,0.4896182465934662,6.164383561643835,0.7602739726027398,0.8859649122807017,0.8211382113821138,0.8523206751054853,0.2253692594555413
X4954,miceCART,MAR,30,4,0.4916891718944416,8.791208791208792,0.7582417582417582,0.9027777777777778,0.8125,0.8552631578947368,0.14126914392764606
X5132,miceCART,MAR,30,4,0.2407717061715384,2.898550724637681,0.9420289855072463,0.0,0.0,0.0,-0.025854384499750957
X5196,miceCART,MAR,30,4,0.4420433223684922,3.4482758620689653,0.8045977011494253,0.2222222222222222,0.16666666666666666,0.1904761904761905,0.08303364917060368
X5220,miceCART,MAR,30,4,0.5855400437691199,8.571428571428571,0.6571428571428571,0.4444444444444444,0.5714285714285714,0.5,0.24976918100516846
X5226,miceCART,MAR,30,4,0.7111590022187596,4.597701149425287,0.4942528735632184,0.5471698113207547,0.5918367346938775,0.5686274509803921,-0.040398430054853655
X4654,miceCART,MAR,30,5,0.1466471150213533,2.1505376344086025,0.978494623655914,1.0,0.978494623655914,0.9891304347826088,
X4676,miceCART,MAR,30,5,0.6148567154124649,1.2195121951219512,0.6219512195121951,0.7115384615384616,0.6981132075471698,0.7047619047619047,0.17953352706288406
X4729,miceCART,MAR,30,5,0.4714045207910317,0.0,0.7777777777777778,0.8615384615384616,0.8615384615384616,0.8615384615384615,0.29903846153846153
X4745,miceCART,MAR,30,5,0.4803844614152614,2.564102564102564,0.7692307692307693,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.41490371929283465
X4776,miceCART,MAR,30,5,0.2617119612951068,1.36986301369863,0.9315068493150684,0.9577464788732394,0.9714285714285714,0.9645390070921985,-0.03474540920416088
X4780,miceCART,MAR,30,5,0.2617119612951068,6.8493150684931505,0.9315068493150684,1.0,0.9315068493150684,0.9645390070921985,
X4794,miceCART,MAR,30,5,0.5676462121975467,1.1111111111111112,0.6777777777777778,0.7761194029850746,0.7878787878787878,0.7819548872180451,0.16513563393235947
X4821,miceCART,MAR,30,5,0.4726565934366609,9.574468085106384,0.776595744680851,0.8125,0.9154929577464789,0.8609271523178808,0.3179555073634661
X4827,miceCART,MAR,30,5,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceCART,MAR,30,5,0.492592183071889,12.5,0.7573529411764706,0.7950819672131147,0.9238095238095239,0.8546255506607929,0.16201078759259657
X4954,miceCART,MAR,30,5,0.570087712549569,2.5,0.675,0.7910447761194029,0.8153846153846154,0.803030303030303,-0.12479191665190585
X5132,miceCART,MAR,30,5,0.28867513459481287,5.952380952380952,0.9166666666666666,0.0,0.0,0.0,-0.030443128277399152
X5196,miceCART,MAR,30,5,0.3922322702763681,10.256410256410255,0.8461538461538461,0.6,0.23076923076923078,0.33333333333333337,0.30430698270993944
X5220,miceCART,MAR,30,5,0.5582905262390825,15.584415584415584,0.6883116883116883,0.5714285714285714,0.3076923076923077,0.4,0.2330206912141852
X5226,miceCART,MAR,30,5,0.5929994533288809,10.989010989010989,0.6483516483516484,0.8,0.676923076923077,0.7333333333333334,0.2345207879911715
X4654,miceCART,MAR,30,6,0.16012815380508713,2.564102564102564,0.9743589743589743,0.9743589743589743,1.0,0.9870129870129869,0.0
X4676,miceCART,MAR,30,6,0.6224949798994366,1.25,0.6125,0.7115384615384616,0.6981132075471698,0.7047619047619047,0.14132847184792252
X4729,miceCART,MAR,30,6,0.4879500364742666,2.380952380952381,0.7619047619047619,0.8405797101449275,0.8656716417910447,0.8529411764705882,0.22933340020884307
X4745,miceCART,MAR,30,6,0.6012036120421518,9.63855421686747,0.6385542168674698,0.7924528301886793,0.6885245901639344,0.7368421052631579,0.17319912797628498
X4776,miceCART,MAR,30,6,0.25318484177091666,1.282051282051282,0.9358974358974359,0.9605263157894737,0.9733333333333334,0.9668874172185431,-0.03244428422615251
X4780,miceCART,MAR,30,6,0.2250175801852048,2.5316455696202533,0.9493670886075949,0.9868421052631579,0.9615384615384616,0.974025974025974,-0.02249606353329238
X4794,miceCART,MAR,30,6,0.6074928962939559,3.571428571428571,0.6309523809523809,0.7627118644067796,0.7258064516129032,0.743801652892562,0.08601152252493852
X4821,miceCART,MAR,30,6,0.5241424183609592,3.296703296703297,0.7252747252747253,0.8405797101449275,0.8055555555555556,0.8226950354609929,0.21512097587939744
X4827,miceCART,MAR,30,6,0.10482848367219183,1.098901098901099,0.989010989010989,1.0,0.989010989010989,0.994475138121547,
X4828,miceCART,MAR,30,6,0.5510931896727664,2.2222222222222223,0.6962962962962963,0.8272727272727273,0.8053097345132744,0.8161434977578476,-0.05545632588835667
X4954,miceCART,MAR,30,6,0.5031546054266276,12.658227848101266,0.7468354430379747,0.9180327868852459,0.7887323943661971,0.8484848484848485,0.11776266102446542
X5132,miceCART,MAR,30,6,0.24112141108520604,5.813953488372093,0.9418604651162791,0.0,0.0,0.0,0.0
X5196,miceCART,MAR,30,6,0.5155800469472481,3.79746835443038,0.7341772151898734,0.1,0.07692307692307693,0.08695652173913043,-0.06628297409065331
X5220,miceCART,MAR,30,6,0.6230853024407228,5.88235294117647,0.611764705882353,0.2631578947368421,0.20833333333333334,0.23255813953488372,-0.022879281787449263
X5226,miceCART,MAR,30,6,0.6507913734559685,16.470588235294116,0.5764705882352941,0.7659574468085106,0.5901639344262295,0.6666666666666666,0.11935649127968918
X4654,miceCART,MAR,30,7,0.10910894511799618,1.1904761904761905,0.9880952380952381,0.9880952380952381,1.0,0.9940119760479043,0.0
X4676,miceCART,MAR,30,7,0.6282808624375432,7.894736842105263,0.6052631578947368,0.7391304347826086,0.6538461538461539,0.693877551020408,0.146303391191891
X4729,miceCART,MAR,30,7,0.4442616583193193,6.578947368421052,0.8026315789473685,0.8412698412698413,0.9137931034482759,0.8760330578512397,0.4044635617533118
X4745,miceCART,MAR,30,7,0.5969269964413234,3.4482758620689653,0.6436781609195402,0.746268656716418,0.78125,0.7633587786259542,0.04414539278439206
X4776,miceCART,MAR,30,7,0.2672612419124244,0.0,0.9285714285714286,0.9629629629629629,0.9629629629629629,0.9629629629629629,-0.037037037037037035
X4780,miceCART,MAR,30,7,0.22941573387056177,0.0,0.9473684210526315,0.972972972972973,0.972972972972973,0.972972972972973,-0.02702702702702703
X4794,miceCART,MAR,30,7,0.6194521210170792,10.465116279069768,0.6162790697674418,0.7931034482758621,0.6865671641791045,0.736,0.04868451251764961
X4821,miceCART,MAR,30,7,0.5669467095138409,13.095238095238097,0.6785714285714286,0.8571428571428571,0.7164179104477612,0.7804878048780487,0.20951886854752808
X4827,miceCART,MAR,30,7,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceCART,MAR,30,7,0.5056076519835918,6.015037593984962,0.7443609022556391,0.8157894736842105,0.8773584905660378,0.8454545454545455,0.11446713662390752
X4954,miceCART,MAR,30,7,0.4558423058385518,5.194805194805195,0.7922077922077922,0.9047619047619048,0.8507462686567164,0.8769230769230769,0.21854334588326124
X5132,miceCART,MAR,30,7,0.23186944788008415,1.0752688172043012,0.946236559139785,0.0,0.0,0.0,-0.02706659809803834
X5196,miceCART,MAR,30,7,0.5330017908890261,12.5,0.7159090909090909,0.125,0.05263157894736842,0.07407407407407407,-0.0698696618103669
X5220,miceCART,MAR,30,7,0.4569367667316877,3.296703296703297,0.7912087912087912,0.5555555555555556,0.47619047619047616,0.5128205128205129,0.3827853273031496
X5226,miceCART,MAR,30,7,0.6221710168382552,0.0,0.6129032258064516,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.17536945812807883
X4654,miceCART,MAR,30,8,0.0,0.0,1.0,1.0,1.0,1.0,
X4676,miceCART,MAR,30,8,0.6064784348631227,0.0,0.632183908045977,0.6981132075471698,0.6981132075471698,0.6981132075471698,0.22752497225305215
X4729,miceCART,MAR,30,8,0.537732857937865,0.0,0.7108433734939759,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.11229946524064172
X4745,miceCART,MAR,30,8,0.6341718324267314,1.0869565217391304,0.5978260869565217,0.7096774193548387,0.6984126984126984,0.704,0.07703047902609376
X4776,miceCART,MAR,30,8,0.2743516305843672,3.225806451612903,0.9247311827956989,0.9772727272727273,0.945054945054945,0.9608938547486033,-0.03533767463701098
X4780,miceCART,MAR,30,8,0.25,2.083333333333333,0.9375,0.9782608695652174,0.9574468085106383,0.967741935483871,-0.030414953233623677
X4794,miceCART,MAR,30,8,0.5,10.0,0.75,0.7910447761194029,0.8983050847457628,0.8412698412698412,0.2762721872657511
X4821,miceCART,MAR,30,8,0.5455447255899809,1.1904761904761905,0.7023809523809523,0.8059701492537313,0.8181818181818182,0.8120300751879699,0.0980019616877086
X4827,miceCART,MAR,30,8,0.10976425998969035,1.2048192771084338,0.9879518072289156,0.9879518072289156,1.0,0.993939393939394,0.0
X4828,miceCART,MAR,30,8,0.5477225575051661,10.0,0.7,0.8645833333333334,0.7614678899082569,0.8097560975609757,0.11926681693370343
X4954,miceCART,MAR,30,8,0.5361902647381804,3.75,0.7125,0.8461538461538461,0.8088235294117647,0.8270676691729324,-0.022422426466543747
X5132,miceCART,MAR,30,8,0.2250175801852048,0.0,0.9493670886075949,0.0,0.0,0.0,-0.025974025974025976
X5196,miceCART,MAR,30,8,0.42008402520840293,12.941176470588237,0.8235294117647058,0.6,0.1875,0.2857142857142857,0.26334405362512014
X5220,miceCART,MAR,30,8,0.5501196042201808,6.578947368421052,0.6973684210526315,0.5263157894736842,0.4166666666666667,0.46511627906976744,0.2614881801842454
X5226,miceCART,MAR,30,8,0.6869571401183269,6.741573033707865,0.5280898876404494,0.660377358490566,0.5932203389830508,0.625,-0.006529883418950833
X4654,miceCART,MAR,30,9,0.1421338109037403,0.0,0.9797979797979798,0.9897959183673469,0.9897959183673469,0.9897959183673469,-0.01020408163265306
X4676,miceCART,MAR,30,9,0.674199862463242,6.493506493506493,0.5454545454545454,0.6,0.6666666666666666,0.631578947368421,0.04303314829119352
X4729,miceCART,MAR,30,9,0.5395732021758763,8.860759493670885,0.7088607594936709,0.8596491228070176,0.765625,0.8099173553719009,0.20324528448945206
X4745,miceCART,MAR,30,9,0.5507910552258941,5.617977528089887,0.6966292134831461,0.7746478873239436,0.8333333333333334,0.8029197080291971,0.150053100457269
X4776,miceCART,MAR,30,9,0.29981267559834457,0.0,0.9101123595505618,0.9529411764705882,0.9529411764705882,0.9529411764705882,-0.047058823529411764
X4780,miceCART,MAR,30,9,0.22941573387056177,1.0526315789473684,0.9473684210526315,0.978021978021978,0.967391304347826,0.9726775956284153,0.26186222851721214
X4794,miceCART,MAR,30,9,0.5698028822981898,1.2987012987012987,0.6753246753246753,0.7636363636363637,0.7777777777777778,0.7706422018348624,0.2153527608232662
X4821,miceCART,MAR,30,9,0.5277130021690084,7.59493670886076,0.7215189873417721,0.8666666666666667,0.7878787878787878,0.8253968253968254,0.14964618367575275
X4827,miceCART,MAR,30,9,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceCART,MAR,30,9,0.547055822556255,0.7299270072992701,0.7007299270072993,0.8125,0.8198198198198198,0.8161434977578474,0.012312347525711805
X4954,miceCART,MAR,30,9,0.5391638660171921,1.1627906976744187,0.7093023255813954,0.8243243243243243,0.8356164383561644,0.8299319727891157,-0.16993585043114037
X5132,miceCART,MAR,30,9,0.26352313834736496,1.3888888888888888,0.9305555555555556,0.0,0.0,0.0,-0.035245368842512066
X5196,miceCART,MAR,30,9,0.4662524041201569,2.1739130434782608,0.782608695652174,0.18181818181818182,0.15384615384615385,0.16666666666666669,0.042860751639896125
X5220,miceCART,MAR,30,9,0.5277130021690084,5.063291139240507,0.7215189873417721,0.47058823529411764,0.38095238095238093,0.42105263157894735,0.2427106002099428
X5226,miceCART,MAR,30,9,0.6766323413059745,2.4096385542168677,0.5421686746987951,0.64,0.6153846153846154,0.6274509803921569,0.0343370939036153
X4654,miceCART,MAR,30,10,0.14907119849998599,0.0,0.9777777777777777,0.9887640449438202,0.9887640449438202,0.9887640449438202,-0.011235955056179775
X4676,miceCART,MAR,30,10,0.6773651374345779,17.647058823529413,0.5411764705882353,0.7142857142857143,0.5263157894736842,0.6060606060606061,0.09188598639912592
X4729,miceCART,MAR,30,10,0.4338609156373123,9.411764705882353,0.8117647058823529,0.9384615384615385,0.8356164383561644,0.8840579710144928,0.41231482203440845
X4745,miceCART,MAR,30,10,0.6030226891555273,2.5974025974025974,0.6363636363636364,0.7115384615384616,0.74,0.7254901960784313,0.1879579876680029
X4776,miceCART,MAR,30,10,0.22360679774997896,0.0,0.95,0.974025974025974,0.974025974025974,0.974025974025974,0.30735930735930733
X4780,miceCART,MAR,30,10,0.28529870107872785,3.488372093023256,0.9186046511627907,0.9753086419753086,0.9404761904761905,0.9575757575757574,-0.03833697551901968
X4794,miceCART,MAR,30,10,0.5901818420974785,1.1235955056179776,0.651685393258427,0.7538461538461538,0.765625,0.7596899224806202,0.12722538298988562
X4821,miceCART,MAR,30,10,0.5739440431835514,2.3529411764705883,0.6705882352941176,0.7936507936507936,0.7692307692307693,0.7812500000000001,0.11547245703581584
X4827,miceCART,MAR,30,10,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceCART,MAR,30,10,0.5667167574826766,4.37956204379562,0.6788321167883211,0.819047619047619,0.7747747747747747,0.7962962962962963,0.0407836338290838
X4954,miceCART,MAR,30,10,0.5055250296034367,1.1111111111111112,0.7444444444444445,0.8513513513513513,0.84,0.8456375838926175,0.10397504898200727
X5132,miceCART,MAR,30,10,0.21320071635561044,2.272727272727273,0.9545454545454546,0.0,0.0,0.0,-0.02014148736276902
X5196,miceCART,MAR,30,10,0.4472135954999579,1.1764705882352942,0.8,0.1,0.1111111111111111,0.10526315789473685,-0.006980898471528259
X5220,miceCART,MAR,30,10,0.6148567154124649,3.6585365853658534,0.6219512195121951,0.3333333333333333,0.2916666666666667,0.3111111111111111,0.052420825712749954
X5226,miceCART,MAR,30,10,0.6251436616499838,9.195402298850574,0.6091954022988506,0.74,0.6379310344827587,0.6851851851851852,0.18083888603589302
X4654,miceCART,MAR,40,1,0.09166984970282113,0.8403361344537815,0.9915966386554622,0.9915966386554622,1.0,0.9957805907172996,0.0
X4676,miceCART,MAR,40,1,0.5981623234019464,0.9174311926605505,0.6422018348623854,0.6875,0.6984126984126984,0.6929133858267716,0.26445265049814537
X4729,miceCART,MAR,40,1,0.46147910349544863,2.7777777777777777,0.7870370370370371,0.8539325842696629,0.8837209302325582,0.8685714285714285,0.3097258082198987
X4745,miceCART,MAR,40,1,0.6408699444616557,7.142857142857142,0.5892857142857143,0.7246376811594203,0.6493506493506493,0.684931506849315,0.1014947875448055
X4776,miceCART,MAR,40,1,0.2721655269759087,5.555555555555555,0.9259259259259259,0.9345794392523364,0.9900990099009901,0.9615384615384615,-0.025450507347286665
X4780,miceCART,MAR,40,1,0.25607375986579195,1.639344262295082,0.9344262295081968,0.9743589743589743,0.957983193277311,0.9661016949152542,-0.03282307143657475
X4794,miceCART,MAR,40,1,0.65248952041962,8.91089108910891,0.5742574257425742,0.746268656716418,0.6578947368421053,0.6993006993006994,-0.02018810849477558
