Question,Method,Type,Percent,Iter,RMSE,Mean Percent Bias,Accuracy,Precision,Recall,F1 score,Matthews Correlation
X4954,miceSample,MNAR,30,10,0.5417363388859614,16.304347826086957,0.7065217391304348,0.9130434782608695,0.75,0.8235294117647057,0.0
X5132,miceSample,MNAR,30,10,0.2383656473113981,5.681818181818182,0.9431818181818182,0.0,0.0,0.0,0.0
X5196,miceSample,MNAR,30,10,0.4698714938993648,11.688311688311687,0.7792207792207793,0.2,0.07142857142857142,0.10526315789473682,0.012422599874998832
X5220,miceSample,MNAR,30,10,0.6942101345006233,16.867469879518072,0.5180722891566265,0.13333333333333333,0.06896551724137931,0.09090909090909091,-0.21284150211110148
X5226,miceSample,MNAR,30,10,0.7032108464077431,16.483516483516482,0.5054945054945055,0.6938775510204082,0.53125,0.6017699115044248,-0.0222717701593687
X4654,miceSample,MNAR,40,1,0.09205746178983233,0.847457627118644,0.9915254237288136,1.0,0.9915254237288136,0.9957446808510638,
X4676,miceSample,MNAR,40,1,0.7512366043022427,8.91089108910891,0.43564356435643564,0.6,0.5217391304347826,0.5581395348837209,-0.21625365099683097
X4729,miceSample,MNAR,40,1,0.5477225575051661,2.727272727272727,0.7,0.8295454545454546,0.8021978021978022,0.8156424581005587,0.012024651756097045
X4745,miceSample,MNAR,40,1,0.6536610186271836,13.636363636363635,0.5727272727272728,0.7647058823529411,0.6265060240963856,0.6887417218543046,0.03004094308282306
X4776,miceSample,MNAR,40,1,0.19518001458970666,1.9047619047619049,0.9619047619047619,0.9901960784313726,0.9711538461538461,0.9805825242718447,-0.01681681984990781
X4780,miceSample,MNAR,40,1,0.22645540682891915,3.418803418803419,0.9487179487179487,0.9910714285714286,0.9568965517241379,0.9736842105263158,-0.019617650642948264
X4794,miceSample,MNAR,40,1,0.6618876325292973,22.857142857142858,0.5619047619047619,0.819672131147541,0.5882352941176471,0.684931506849315,0.03042969785901604
X4821,miceSample,MNAR,40,1,0.6023552593005889,7.964601769911504,0.6371681415929203,0.8095238095238095,0.7311827956989247,0.768361581920904,-0.06013327477388762
X4827,miceSample,MNAR,40,1,0.09667364890456635,0.9345794392523363,0.9906542056074766,1.0,0.9906542056074766,0.9953051643192489,
X4828,miceSample,MNAR,40,1,0.6267831705280087,16.666666666666664,0.6071428571428571,0.8333333333333334,0.6690140845070423,0.7421875,-0.04782496878556551
X4954,miceSample,MNAR,40,1,0.5367826312580717,13.559322033898304,0.711864406779661,0.9010989010989011,0.7663551401869159,0.8282828282828283,-0.03587063173797836
X5132,miceSample,MNAR,40,1,0.2943028597012718,0.7874015748031495,0.9133858267716536,0.0,0.0,0.0,-0.045080427607314975
X5196,miceSample,MNAR,40,1,0.48245064067700766,9.482758620689655,0.7672413793103449,0.1111111111111111,0.05,0.06896551724137932,-0.04706696730788052
X5220,miceSample,MNAR,40,1,0.6161409170227454,17.59259259259259,0.6203703703703703,0.26666666666666666,0.11764705882352941,0.163265306122449,-0.041634387551408275
X5226,miceSample,MNAR,40,1,0.6682828306544863,21.35922330097087,0.5533980582524272,0.7551020408163265,0.5211267605633803,0.6166666666666667,0.13540634027544077
X4654,miceSample,MNAR,40,2,0.0,0.0,1.0,1.0,1.0,1.0,
X4676,miceSample,MNAR,40,2,0.7316785737969477,19.19191919191919,0.46464646464646464,0.6530612244897959,0.47058823529411764,0.547008547008547,-0.07216481499709028
X4729,miceSample,MNAR,40,2,0.6030226891555273,12.727272727272727,0.6363636363636364,0.8414634146341463,0.71875,0.7752808988764045,-0.16053270811059053
X4745,miceSample,MNAR,40,2,0.6627611458501457,6.5420560747663545,0.5607476635514018,0.7058823529411765,0.64,0.6713286713286714,0.014269544824634823
X4776,miceSample,MNAR,40,2,0.291111254869791,5.084745762711865,0.9152542372881356,0.9818181818181818,0.9310344827586207,0.9557522123893805,-0.035410711589825554
X4780,miceSample,MNAR,40,2,0.28603877677367767,6.363636363636363,0.9181818181818182,0.9901960784313726,0.926605504587156,0.957345971563981,-0.026824501423074208
X4794,miceSample,MNAR,40,2,0.7131764786188426,7.758620689655173,0.49137931034482757,0.6621621621621622,0.5903614457831325,0.624203821656051,-0.1569744452075094
X4821,miceSample,MNAR,40,2,0.5877538136452587,14.545454545454545,0.6545454545454545,0.8607594936708861,0.7157894736842105,0.7816091954022988,-0.013382528715362623
X4827,miceSample,MNAR,40,2,0.09090909090909091,0.8264462809917356,0.9917355371900827,1.0,0.9917355371900827,0.995850622406639,
X4828,miceSample,MNAR,40,2,0.6093090226067066,14.37125748502994,0.6287425149700598,0.8376068376068376,0.6950354609929078,0.7596899224806202,-0.028287667092234355
X4954,miceSample,MNAR,40,2,0.5298129428260175,14.035087719298245,0.7192982456140351,0.9090909090909091,0.7692307692307693,0.8333333333333333,-0.020744611152715142
X5132,miceSample,MNAR,40,2,0.2141764684390597,4.587155963302752,0.9541284403669725,0.0,0.0,0.0,0.0
X5196,miceSample,MNAR,40,2,0.43779751788545657,12.5,0.8083333333333333,0.3333333333333333,0.09523809523809523,0.14814814814814814,0.09559816493536441
X5220,miceSample,MNAR,40,2,0.633805492015809,23.076923076923077,0.5982905982905983,0.3333333333333333,0.11904761904761904,0.1754385964912281,-0.020498001542269693
X5226,miceSample,MNAR,40,2,0.7357203297923232,26.605504587155966,0.45871559633027525,0.7,0.4430379746835443,0.5426356589147288,-0.051056211686434455
X4654,miceSample,MNAR,40,3,0.1889822365046136,3.571428571428571,0.9642857142857143,1.0,0.9642857142857143,0.9818181818181818,
X4676,miceSample,MNAR,40,3,0.7662610281769211,33.02752293577982,0.41284403669724773,0.6818181818181818,0.375,0.48387096774193555,-0.09705390177882768
X4729,miceSample,MNAR,40,3,0.5610836076867821,5.555555555555555,0.6851851851851852,0.8313253012048193,0.7752808988764045,0.8023255813953489,0.034700241899514664
X4745,miceSample,MNAR,40,3,0.6416889479197478,23.52941176470588,0.5882352941176471,0.8448275862068966,0.5975609756097561,0.7000000000000001,0.1182913823378859
X4776,miceSample,MNAR,40,3,0.2603778219616477,5.084745762711865,0.9322033898305084,0.990990990990991,0.9401709401709402,0.9649122807017545,-0.02321638514068327
X4780,miceSample,MNAR,40,3,0.26413527189768715,0.7751937984496124,0.9302325581395349,0.967741935483871,0.96,0.963855421686747,-0.035921060405354976
X4794,miceSample,MNAR,40,3,0.659380473395787,10.434782608695652,0.5652173913043478,0.7323943661971831,0.6265060240963856,0.6753246753246752,0.03020297371323116
X4821,miceSample,MNAR,40,3,0.6062354060275328,17.94871794871795,0.6324786324786325,0.8625,0.6831683168316832,0.7624309392265194,-0.0032006007764916566
X4827,miceSample,MNAR,40,3,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MNAR,40,3,0.5403012732157026,10.559006211180124,0.7080745341614907,0.875,0.7664233576642335,0.8171206225680934,0.11561242136709851
X4954,miceSample,MNAR,40,3,0.5139561687500467,11.320754716981133,0.7358490566037735,0.9012345679012346,0.7849462365591398,0.8390804597701149,0.1310171647236949
X5132,miceSample,MNAR,40,3,0.25712973861329,1.6528925619834711,0.9338842975206612,0.0,0.0,0.0,-0.033103630917088206
X5196,miceSample,MNAR,40,3,0.4775669329409193,1.7543859649122806,0.7719298245614035,0.0,0.0,0.0,-0.1283377895839496
X5220,miceSample,MNAR,40,3,0.616575453011388,3.3057851239669422,0.6198347107438017,0.3225806451612903,0.2857142857142857,0.303030303030303,0.04313448960712836
X5226,miceSample,MNAR,40,3,0.7662610281769211,31.19266055045872,0.41284403669724773,0.6590909090909091,0.3717948717948718,0.4754098360655737,-0.10305240367248264
X4654,miceSample,MNAR,40,4,0.16081688022566923,2.586206896551724,0.9741379310344828,1.0,0.9741379310344828,0.9868995633187774,
X4676,miceSample,MNAR,40,4,0.7401527456927534,16.52173913043478,0.45217391304347826,0.6,0.44594594594594594,0.5116279069767442,-0.08690963693578165
X4729,miceSample,MNAR,40,4,0.5396870722208659,0.0,0.7087378640776699,0.8235294117647058,0.8235294117647058,0.8235294117647058,-0.00980392156862745
X4745,miceSample,MNAR,40,4,0.6009252125773316,13.88888888888889,0.6388888888888888,0.8285714285714286,0.6823529411764706,0.7483870967741937,0.1376941371422259
X4776,miceSample,MNAR,40,4,0.2581988897471611,2.857142857142857,0.9333333333333333,0.9797979797979798,0.9509803921568627,0.9651741293532337,0.20406349327836204
X4780,miceSample,MNAR,40,4,0.21128856368212914,4.464285714285714,0.9553571428571429,1.0,0.9553571428571429,0.9771689497716896,
X4794,miceSample,MNAR,40,4,0.7100226978096958,23.96694214876033,0.49586776859504134,0.746031746031746,0.5108695652173914,0.6064516129032258,-0.034909956994662907
X4821,miceSample,MNAR,40,4,0.5883484054145521,11.538461538461538,0.6538461538461539,0.8356164383561644,0.7176470588235294,0.7721518987341772,0.07270867994780657
X4827,miceSample,MNAR,40,4,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MNAR,40,4,0.5938022870193109,8.670520231213873,0.6473988439306358,0.823076923076923,0.7379310344827587,0.7781818181818182,-0.07115915421096414
X4954,miceSample,MNAR,40,4,0.5181877251716008,17.59259259259259,0.7314814814814815,0.9358974358974359,0.7525773195876289,0.8342857142857143,0.2012505062725611
X5132,miceSample,MNAR,40,4,0.2614881801842454,5.128205128205128,0.9316239316239316,0.0,0.0,0.0,-0.023421984153627763
X5196,miceSample,MNAR,40,4,0.4451945621839941,5.405405405405405,0.8018018018018018,0.2,0.125,0.15384615384615385,0.050039067592885844
X5220,miceSample,MNAR,40,4,0.6123724356957945,20.192307692307693,0.625,0.4375,0.1891891891891892,0.2641509433962264,0.07279462574849539
X5226,miceSample,MNAR,40,4,0.7254762501100116,19.298245614035086,0.47368421052631576,0.6481481481481481,0.4605263157894737,0.5384615384615384,-0.037267799624996496
X4654,miceSample,MNAR,40,5,0.0936585811581694,0.8771929824561403,0.9912280701754386,1.0,0.9912280701754386,0.9955947136563876,
X4676,miceSample,MNAR,40,5,0.7228571937267572,12.612612612612612,0.4774774774774775,0.6333333333333333,0.5135135135135135,0.5671641791044775,-0.07669649888473704
X4729,miceSample,MNAR,40,5,0.5308655025693249,4.545454545454546,0.7181818181818181,0.8522727272727273,0.8064516129032258,0.8287292817679558,0.03772465911208926
X4745,miceSample,MNAR,40,5,0.6340037731068526,6.862745098039216,0.5980392156862745,0.746268656716418,0.6756756756756757,0.7092198581560283,0.06442019651676091
X4776,miceSample,MNAR,40,5,0.227429413073671,3.4482758620689653,0.9482758620689655,0.9908256880733946,0.9557522123893806,0.9729729729729731,0.4148779344567708
X4780,miceSample,MNAR,40,5,0.25712973861329,6.6115702479338845,0.9338842975206612,1.0,0.9338842975206612,0.9658119658119658,
X4794,miceSample,MNAR,40,5,0.6513389472789296,6.0606060606060606,0.5757575757575758,0.7230769230769231,0.6619718309859155,0.6911764705882353,0.01812922628390699
X4821,miceSample,MNAR,40,5,0.5773502691896257,2.857142857142857,0.6666666666666666,0.7738095238095238,0.8024691358024691,0.787878787878788,0.011340230290662862
X4827,miceSample,MNAR,40,5,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MNAR,40,5,0.5740604972870494,7.954545454545454,0.6704545454545454,0.828125,0.7464788732394366,0.7851851851851853,0.08813167071828204
X4954,miceSample,MNAR,40,5,0.5312796481290518,12.096774193548388,0.717741935483871,0.8936170212765957,0.7706422018348624,0.8275862068965517,0.0791708830051378
X5132,miceSample,MNAR,40,5,0.27386127875258304,0.8333333333333334,0.925,0.0,0.0,0.0,-0.03872015463311831
X5196,miceSample,MNAR,40,5,0.48507125007266594,13.445378151260504,0.7647058823529411,0.14285714285714285,0.043478260869565216,0.06666666666666667,-0.031922119903453075
X5220,miceSample,MNAR,40,5,0.6309185782865999,24.271844660194176,0.6019417475728155,0.38461538461538464,0.13157894736842105,0.196078431372549,0.012353154900722555
X5226,miceSample,MNAR,40,5,0.7187952884282609,18.333333333333332,0.48333333333333334,0.6721311475409836,0.4939759036144578,0.5694444444444444,-0.04301354194133442
X4654,miceSample,MNAR,40,6,0.0936585811581694,0.8771929824561403,0.9912280701754386,0.9912280701754386,1.0,0.9955947136563876,0.0
X4676,miceSample,MNAR,40,6,0.6711560552140243,16.216216216216218,0.5495495495495496,0.7288135593220338,0.5584415584415584,0.6323529411764706,0.08115501031235048
X4729,miceSample,MNAR,40,6,0.6009252125773316,10.185185185185185,0.6388888888888888,0.825,0.7252747252747253,0.7719298245614036,-0.08165342795948251
X4745,miceSample,MNAR,40,6,0.6852482888641929,15.65217391304348,0.5304347826086957,0.7313432835820896,0.5764705882352941,0.6447368421052632,-0.02095188685475281
X4776,miceSample,MNAR,40,6,0.23791547571544325,1.8867924528301887,0.9433962264150944,0.9803921568627451,0.9615384615384616,0.970873786407767,-0.027461751819054487
X4780,miceSample,MNAR,40,6,0.2534170149895988,4.587155963302752,0.9357798165137615,0.9902912621359223,0.9444444444444444,0.966824644549763,-0.02322443380972059
X4794,miceSample,MNAR,40,6,0.6627611458501457,23.364485981308412,0.5607476635514018,0.8135593220338984,0.5714285714285714,0.6713286713286714,0.0769524266406924
X4821,miceSample,MNAR,40,6,0.5880428492239018,4.672897196261682,0.6542056074766355,0.8095238095238095,0.7640449438202247,0.7861271676300579,-0.11368290916991805
X4827,miceSample,MNAR,40,6,0.09016696346674323,0.8130081300813009,0.991869918699187,1.0,0.991869918699187,0.9959183673469388,
X4828,miceSample,MNAR,40,6,0.6429679783854327,22.3463687150838,0.5865921787709497,0.8495575221238938,0.6274509803921569,0.7218045112781954,-0.01927727843221066
X4954,miceSample,MNAR,40,6,0.46499055497527714,10.81081081081081,0.7837837837837838,0.9340659340659341,0.8252427184466019,0.8762886597938145,0.05062818864569008
X5132,miceSample,MNAR,40,6,0.2141764684390597,4.587155963302752,0.9541284403669725,0.0,0.0,0.0,0.0
X5196,miceSample,MNAR,40,6,0.47548602137364576,8.695652173913043,0.7739130434782608,0.1111111111111111,0.05263157894736842,0.07142857142857142,-0.04245231935810617
X5220,miceSample,MNAR,40,6,0.6158817620514397,15.517241379310345,0.6206896551724138,0.35,0.18421052631578946,0.24137931034482757,0.021797848490858206
X5226,miceSample,MNAR,40,6,0.7310832774866962,22.413793103448278,0.46551724137931033,0.6666666666666666,0.45,0.5373134328358209,-0.046373889576016826
X4654,miceSample,MNAR,40,7,0.18411492357966466,3.389830508474576,0.9661016949152542,1.0,0.9661016949152542,0.9827586206896551,
X4676,miceSample,MNAR,40,7,0.7169509687480623,15.887850467289718,0.48598130841121495,0.6607142857142857,0.5068493150684932,0.5736434108527132,-0.048451778166768246
X4729,miceSample,MNAR,40,7,0.5513619500836089,11.200000000000001,0.696,0.8681318681318682,0.7523809523809524,0.8061224489795917,0.12553943688710623
X4745,miceSample,MNAR,40,7,0.6753816335059705,19.298245614035086,0.543859649122807,0.7761194029850746,0.5842696629213483,0.6666666666666666,-0.013222595316888354
X4776,miceSample,MNAR,40,7,0.3028912664076913,5.5045871559633035,0.908256880733945,0.9801980198019802,0.9252336448598131,0.9519230769230769,-0.038477550389338686
X4780,miceSample,MNAR,40,7,0.2923526731023431,6.837606837606838,0.9145299145299145,0.9907407407407407,0.9224137931034483,0.9553571428571429,-0.026802813370944874
X4794,miceSample,MNAR,40,7,0.7101745039685362,31.30434782608696,0.4956521739130435,0.8,0.4835164835164835,0.6027397260273972,0.02048704882893507
X4821,miceSample,MNAR,40,7,0.5163977794943222,1.9047619047619049,0.7333333333333333,0.8452380952380952,0.8255813953488372,0.8352941176470589,0.1360619413987057
X4827,miceSample,MNAR,40,7,0.0944911182523068,0.8928571428571428,0.9910714285714286,1.0,0.9910714285714286,0.9955156950672646,
X4828,miceSample,MNAR,40,7,0.621581560508061,13.636363636363635,0.6136363636363636,0.819672131147541,0.684931506849315,0.7462686567164178,-0.039465899936961084
X4954,miceSample,MNAR,40,7,0.5443310539518174,18.51851851851852,0.7037037037037037,0.9230769230769231,0.7346938775510204,0.8181818181818182,0.087167173692536
X5132,miceSample,MNAR,40,7,0.25,6.25,0.9375,0.0,0.0,0.0,0.0
X5196,miceSample,MNAR,40,7,0.4572645941803379,10.0,0.7909090909090909,0.0,0.0,0.0,-0.10269326028126691
X5220,miceSample,MNAR,40,7,0.6365315497232666,19.82758620689655,0.5948275862068966,0.25,0.10256410256410256,0.14545454545454548,-0.07299318686018119
X5226,miceSample,MNAR,40,7,0.7413160928710165,20.72072072072072,0.45045045045045046,0.5777777777777777,0.38235294117647056,0.4601769911504424,-0.05904489294030615
X4654,miceSample,MNAR,40,8,0.0,0.0,1.0,1.0,1.0,1.0,
X4676,miceSample,MNAR,40,8,0.7319250547113999,12.5,0.4642857142857143,0.5964912280701754,0.4788732394366197,0.53125,-0.07911485303107914
X4729,miceSample,MNAR,40,8,0.5716053474796459,0.9900990099009901,0.6732673267326733,0.7976190476190477,0.8072289156626506,0.8023952095808383,-0.14035065978921768
X4745,miceSample,MNAR,40,8,0.6196196990320526,8.035714285714286,0.6160714285714286,0.7571428571428571,0.6708860759493671,0.7114093959731544,0.14664992755892073
X4776,miceSample,MNAR,40,8,0.1690308509457033,2.857142857142857,0.9714285714285714,1.0,0.9714285714285714,0.9855072463768115,
X4780,miceSample,MNAR,40,8,0.22645540682891915,5.128205128205128,0.9487179487179487,1.0,0.9487179487179487,0.9736842105263158,
X4794,miceSample,MNAR,40,8,0.7007648882267351,22.321428571428573,0.5089285714285714,0.765625,0.550561797752809,0.6405228758169935,-0.0829456868848871
X4821,miceSample,MNAR,40,8,0.6309898162000304,13.88888888888889,0.6018518518518519,0.8181818181818182,0.6847826086956522,0.7455621301775148,-0.1493749994998605
X4827,miceSample,MNAR,40,8,0.09578262852211514,0.9174311926605505,0.9908256880733946,1.0,0.9908256880733946,0.9953917050691244,
X4828,miceSample,MNAR,40,8,0.6216937087382038,16.56441717791411,0.6134969325153374,0.8378378378378378,0.6739130434782609,0.746987951807229,-0.035630705004424994
X4954,miceSample,MNAR,40,8,0.5672205306887107,16.52173913043478,0.6782608695652174,0.8928571428571429,0.7281553398058253,0.8021390374331551,-0.015049914713675581
X5132,miceSample,MNAR,40,8,0.2626128657194451,5.172413793103448,0.9310344827586207,0.0,0.0,0.0,-0.023631258496770852
X5196,miceSample,MNAR,40,8,0.4283529368781194,11.009174311926607,0.8165137614678899,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.10933054144644633
X5220,miceSample,MNAR,40,8,0.6133080702149823,22.93577981651376,0.6238532110091743,0.42857142857142855,0.15384615384615385,0.22641509433962267,0.056678273360021195
X5226,miceSample,MNAR,40,8,0.6943650748294136,17.857142857142858,0.5178571428571429,0.6851851851851852,0.5,0.5781250000000001,0.04987043776913943
X4654,miceSample,MNAR,40,9,0.09950371902099892,0.9900990099009901,0.9900990099009901,1.0,0.9900990099009901,0.9950248756218906,
X4676,miceSample,MNAR,40,9,0.7342550202638104,15.65217391304348,0.4608695652173913,0.639344262295082,0.4936708860759494,0.5571428571428573,-0.10912389860351898
X4729,miceSample,MNAR,40,9,0.5295033822136559,5.607476635514018,0.719626168224299,0.8588235294117647,0.8021978021978022,0.8295454545454546,0.04605874513880013
X4745,miceSample,MNAR,40,9,0.6712298045747451,18.681318681318682,0.5494505494505495,0.7551020408163265,0.5606060606060606,0.6434782608695652,0.0721750317577707
X4776,miceSample,MNAR,40,9,0.3042903097250923,3.7037037037037033,0.9074074074074074,0.9702970297029703,0.9333333333333333,0.9514563106796117,-0.04449941594899848
X4780,miceSample,MNAR,40,9,0.21320071635561044,0.9090909090909091,0.9545454545454546,0.9813084112149533,0.9722222222222222,0.9767441860465117,-0.022786197567488772
X4794,miceSample,MNAR,40,9,0.6527533657682196,14.782608695652174,0.5739130434782609,0.7714285714285715,0.6206896551724138,0.6878980891719746,0.043319888204508765
X4821,miceSample,MNAR,40,9,0.6338656910463875,13.392857142857142,0.5982142857142857,0.8051948051948052,0.6739130434782609,0.7337278106508877,-0.06286946134619316
X4827,miceSample,MNAR,40,9,0.09053574604251853,0.819672131147541,0.9918032786885246,1.0,0.9918032786885246,0.9958847736625513,
X4828,miceSample,MNAR,40,9,0.5789342235218394,12.637362637362637,0.6648351648351648,0.8549618320610687,0.7272727272727273,0.7859649122807018,0.039125435329947826
X4954,miceSample,MNAR,40,9,0.47907013758040845,8.19672131147541,0.7704918032786885,0.9090909090909091,0.8256880733944955,0.8653846153846153,0.10521928922677068
X5132,miceSample,MNAR,40,9,0.2557744333346543,4.672897196261682,0.9345794392523364,0.0,0.0,0.0,-0.023673474646336755
X5196,miceSample,MNAR,40,9,0.48881290193421156,4.424778761061947,0.7610619469026548,0.21428571428571427,0.15789473684210525,0.18181818181818182,0.046398134307669696
X5220,miceSample,MNAR,40,9,0.5773502691896257,22.48062015503876,0.6666666666666666,0.4166666666666667,0.12195121951219512,0.18867924528301888,0.06797897508838953
X5226,miceSample,MNAR,40,9,0.7159644139318704,4.201680672268908,0.48739495798319327,0.6111111111111112,0.5714285714285714,0.5906040268456376,-0.0931033979551547
X4654,miceSample,MNAR,40,10,0.09166984970282113,0.8403361344537815,0.9915966386554622,1.0,0.9915966386554622,0.9957805907172996,
X4676,miceSample,MNAR,40,10,0.7203248742951349,29.245283018867923,0.4811320754716981,0.7446808510638298,0.44871794871794873,0.56,0.01787933759250615
X4729,miceSample,MNAR,40,10,0.5877538136452587,20.0,0.6545454545454545,0.8947368421052632,0.6938775510204082,0.7816091954022989,0.018356930462949585
X4745,miceSample,MNAR,40,10,0.6196196990320526,6.25,0.6160714285714286,0.75,0.6835443037974683,0.7152317880794701,0.13138196144397207
X4776,miceSample,MNAR,40,10,0.3551424026022887,10.81081081081081,0.8738738738738738,0.9897959183673469,0.8818181818181818,0.9326923076923076,-0.03472660248602841
X4780,miceSample,MNAR,40,10,0.2862991671569341,6.557377049180328,0.9180327868852459,0.9911504424778761,0.9256198347107438,0.9572649572649573,-0.02565602368318902
X4794,miceSample,MNAR,40,10,0.6591101800975286,20.491803278688526,0.5655737704918032,0.7941176470588235,0.5806451612903226,0.6708074534161491,0.08389037145149737
X4821,miceSample,MNAR,40,10,0.6042179781166438,9.523809523809524,0.6349206349206349,0.8152173913043478,0.7211538461538461,0.7653061224489796,-0.04410833100835735
X4827,miceSample,MNAR,40,10,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MNAR,40,10,0.5482823149915701,7.975460122699387,0.6993865030674846,0.8548387096774194,0.7737226277372263,0.8122605363984675,0.06987275933300675
X4954,miceSample,MNAR,40,10,0.5388159060803247,8.064516129032258,0.7096774193548387,0.8673469387755102,0.7870370370370371,0.8252427184466019,-0.02096916299828522
X5132,miceSample,MNAR,40,10,0.24889134708717228,6.1946902654867255,0.9380530973451328,0.0,0.0,0.0,0.0
X5196,miceSample,MNAR,40,10,0.4662524041201569,9.565217391304348,0.782608695652174,0.3,0.14285714285714285,0.19354838709677416,0.09377035167721792
X5220,miceSample,MNAR,40,10,0.6575959492214292,10.81081081081081,0.5675675675675675,0.28,0.1891891891891892,0.22580645161290325,-0.060999428133041864
X5226,miceSample,MNAR,40,10,0.6755077198756877,16.50485436893204,0.5436893203883495,0.7115384615384616,0.5362318840579711,0.6115702479338844,0.08940341317863987
X4654,miceSample,MNAR,50,1,0.11826247919781652,1.3986013986013985,0.986013986013986,1.0,0.986013986013986,0.9929577464788732,
X4676,miceSample,MNAR,50,1,0.674199862463242,10.48951048951049,0.5454545454545454,0.6575342465753424,0.5454545454545454,0.5962732919254657,0.08847479104076175
X4729,miceSample,MNAR,50,1,0.5795005569646918,6.7164179104477615,0.664179104477612,0.8217821782178217,0.7545454545454545,0.7867298578199051,0.004045401449908953
X4745,miceSample,MNAR,50,1,0.6568918094443471,13.013698630136986,0.5684931506849316,0.7528089887640449,0.6203703703703703,0.6802030456852791,0.037257423137221184
X4776,miceSample,MNAR,50,1,0.28669108954049793,4.10958904109589,0.9178082191780822,0.9781021897810219,0.9370629370629371,0.9571428571428573,-0.03712389877067985
X4780,miceSample,MNAR,50,1,0.3131121455425747,7.18954248366013,0.9019607843137255,0.9857142857142858,0.9139072847682119,0.9484536082474228,-0.03506987213952578
X4794,miceSample,MNAR,50,1,0.6967835003620648,21.014492753623188,0.5144927536231884,0.7432432432432432,0.5339805825242718,0.6214689265536723,-0.007744466347391873
X4821,miceSample,MNAR,50,1,0.6108472217815262,11.940298507462686,0.6268656716417911,0.8172043010752689,0.6972477064220184,0.7524752475247526,0.014580794932516981
X4827,miceSample,MNAR,50,1,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MNAR,50,1,0.5930925677917818,13.06532663316583,0.6482412060301508,0.8428571428571429,0.7108433734939759,0.7712418300653594,0.035976120429911704
X4954,miceSample,MNAR,50,1,0.5922383545978058,17.16417910447761,0.6492537313432836,0.8775510204081632,0.7107438016528925,0.7853881278538812,-0.14178092886613305
X5132,miceSample,MNAR,50,1,0.21674839277792138,4.697986577181208,0.9530201342281879,0.0,0.0,0.0,0.0
X5196,miceSample,MNAR,50,1,0.4294149078927831,9.929078014184398,0.8156028368794326,0.14285714285714285,0.047619047619047616,0.07142857142857142,-0.0039025597479153793
X5220,miceSample,MNAR,50,1,0.6174908614941415,12.23021582733813,0.6187050359712231,0.18181818181818182,0.10256410256410256,0.13114754098360654,-0.09531700070707304
X5226,miceSample,MNAR,50,1,0.7257530966188903,29.770992366412212,0.4732824427480916,0.7272727272727273,0.425531914893617,0.5369127516778524,0.01835883464741701
X4654,miceSample,MNAR,50,2,0.15132998169159548,2.2900763358778624,0.9770992366412213,1.0,0.9770992366412213,0.9884169884169884,
X4676,miceSample,MNAR,50,2,0.66727466192907,15.328467153284672,0.5547445255474452,0.7101449275362319,0.5444444444444444,0.6163522012578616,0.11290646224443002
X4729,miceSample,MNAR,50,2,0.5834599659915782,12.76595744680851,0.6595744680851063,0.8543689320388349,0.7272727272727273,0.7857142857142857,-0.017870824746155898
X4745,miceSample,MNAR,50,2,0.6510307670169275,6.622516556291391,0.5761589403973509,0.7065217391304348,0.6372549019607843,0.6701030927835051,0.08274832752801041
X4776,miceSample,MNAR,50,2,0.2833583787413383,3.64963503649635,0.9197080291970803,0.9767441860465116,0.9402985074626866,0.9581749049429658,-0.03726133120533049
X4780,miceSample,MNAR,50,2,0.23328473740792172,2.7210884353741496,0.9455782312925171,0.9858156028368794,0.9586206896551724,0.972027972027972,-0.024226856425608706
X4794,miceSample,MNAR,50,2,0.6928203230275509,13.333333333333334,0.52,0.7078651685393258,0.5779816513761468,0.6363636363636362,-0.0509575598607644
X4821,miceSample,MNAR,50,2,0.5705974021574557,9.30232558139535,0.6744186046511628,0.845360824742268,0.7522935779816514,0.796116504854369,0.0019221217862469674
X4827,miceSample,MNAR,50,2,0.0,0.0,1.0,1.0,1.0,1.0,
X4828,miceSample,MNAR,50,2,0.6293167755275526,19.801980198019802,0.6039603960396039,0.8484848484848485,0.6511627906976745,0.736842105263158,-0.01158588332291618
X4954,miceSample,MNAR,50,2,0.5144957554275266,11.76470588235294,0.7352941176470589,0.9047619047619048,0.7851239669421488,0.8407079646017699,0.0884554607030049
X5132,miceSample,MNAR,50,2,0.23904572186687872,2.857142857142857,0.9428571428571428,0.0,0.0,0.0,-0.025474090105633382
X5196,miceSample,MNAR,50,2,0.43563863682851894,1.4598540145985401,0.8102189781021898,0.29411764705882354,0.2631578947368421,0.27777777777777773,0.16926831955870222
X5220,miceSample,MNAR,50,2,0.6166698388447784,11.267605633802818,0.6197183098591549,0.24,0.14634146341463414,0.1818181818181818,-0.04970848793266336
X5226,miceSample,MNAR,50,2,0.7198945583781571,18.248175182481752,0.48175182481751827,0.6567164179104478,0.4782608695652174,0.5534591194968554,-0.030864007543933293
X4654,miceSample,MNAR,50,3,0.20067001862719533,4.026845637583892,0.959731543624161,1.0,0.959731543624161,0.9794520547945206,
